Organization,Category,Mission/Goals,Service Area (Region),County,Also Serving,Region,Website,Contact Person,Email,Phone
The Orchard School-Kids Connect,School Age Program,"Orchard's Extended Day program offers numerous options during before- and after-school hours. Kids Connect's Preschool, Kindergarten- 1st Grade, 2nd-4th Grade, and Teen 5th-8th Grade programs provide a full range of developed activities and also provide the structure to connect students with clubs and classes, athletic programs and events. These programs are available from 7:00 a.m.- 8:00 a.m. and from 3:30 p.m.- 6:00 p.m.; 1:00 p.m.-6:00 p.m. on early release days. An additional fee is assessed for Kids Connect.",Marion county residents,Marion,n/a,12,www.orchard.org,Linda Prell,lprell@orchard.org,(317) 251-9253
WWS Student Support Programs,School Age Program,Programs are open only to Westfield families of children who live in the school district or children of employees.,Hamilton county residents,Hamilton,n/a,5,www.wws.k12.in.us,Cynthia Keever,keeverc@wws.k12.in.us,(317) 710-4514
Mt. Carmel Community Academy,Child Care Center,"Tutoring, implementing a Spanish language program",Marion county residents,Marion,n/a,12,www.mtcarmelindy.org,Jasmine Riley,jasmineriley@mtcarmelindy.org,(317) 890-2740
Rainbow Child Care Center,Child Care Center,Before and After School care/Summer program,Marion county residents,Marion,n/a,12,www.rainbowccc.com,Angielena Williams,perrytwp@rainbowccc.com,(317) 300-1963
Rainbow Child Development Center,Child Care Center,Not provided,Marion county residents,Marion,n/a,12,www.rainbowccc.com,Shauna Plunkett,franklintwp@rainbowccc.com,(317) 881-7800
Warren Early Childhood Center,Child Care Center,Development PreK program that provides educational opportunities for General Education and Special Needs Scholars.The Warren Early Childhood Center provides a hands-on experience for scholars.  We pride ourselves on creating all around scholar with Academic and Social Supports.  We are a Reggio based school located in Warren Township.,Marion county residents,Marion,n/a,12,www.earlychildhood.warren.k12.in.us,Chris Gearlds,cgearlds@warren.k12.in.us,(317) 869-4750
ABC's & 123's Daycare,Child Care Center,We offer our on Pre-K program designed for kindergarten readiness. We also offer tutoring and homework assistance after school.,"Marion, Pike, Washington county residents",Marion,"Pike, Washington",12,www.abcslearningcenters.com,Chris Myers,kmyers@abcs123slearningcenter.com,(317) 328-8988
Children's Park Child Care Center,Child Care Center,"Before & after school care with crafts and activities, all day summer camp program with daily field trips.",Morgan county residents,Morgan,n/a,5,Not Readily Available,Lori Biggerstaff,childrensparkccc@sbcglobal.net,(317) 831-7117
Western Boone Co Com Sch Dist,School Discticts /Corporations,,,Boone,,5,,,,
Zionsville Community Schools,School Discticts /Corporations,,,Boone,,5,,,,
Lebanon Community School Corp,School Discticts /Corporations,,,Boone,,5,,,,
Hamilton Southeastern Schools,School Discticts /Corporations,,,Hamilton,,5,,,,
Hamilton Heights School Corp,School Discticts /Corporations,,,Hamilton,,5,,,,
Westfield-Washington Schools,School Discticts /Corporations,,,Hamilton,,5,,,,
Sheridan Community Schools,School Discticts /Corporations,,,Hamilton,,5,,,,
Carmel Clay Schools,School Discticts /Corporations,,,Hamilton,,5,,,,
Noblesville Schools,School Discticts /Corporations,,,Hamilton,,5,,,,
Southern Hancock Co Com Sch Corp,School Discticts /Corporations,,,Hancock,,5,,,,
Greenfield-Central Com Schools,School Discticts /Corporations,,,Hancock,,5,,,,
Mt Vernon Community Sch Corp,School Discticts /Corporations,,,Hancock,,5,,,,
Eastern Hancock Co Com Sch Corp,School Discticts /Corporations,,,Hancock,,5,,,,
North West Hendricks Schools,School Discticts /Corporations,,,Hendricks,,5,,,,
Brownsburg Community Sch Corp,School Discticts /Corporations,,,Hendricks,,5,,,,
Avon Community School Corp,School Discticts /Corporations,,,Hendricks,,5,,,,
Danville Community School Corp,School Discticts /Corporations,,,Hendricks,,5,,,,
Plainfield Community Sch Corp,School Discticts /Corporations,,,Hendricks,,5,,,,
Mill Creek Community Sch Corp,School Discticts /Corporations,,,Hendricks,,5,,,,
Clark-Pleasant Com School Corp,School Discticts /Corporations,,,Johnson,,5,,,,
Center Grove Com Sch Corp,School Discticts /Corporations,,,Johnson,,5,,,,
Edinburgh Community Sch Corp,School Discticts /Corporations,,,Johnson,,5,,,,
Franklin Community School Corp,School Discticts /Corporations,,,Johnson,,5,,,,
Greenwood Community Sch Corp,School Discticts /Corporations,,,Johnson,,5,,,,
Nineveh-Hensley-Jackson United,School Discticts /Corporations,,,Johnson,,5,,,,
Frankton-Lapel Community Schs,School Discticts /Corporations,,,Madison,,5,,,,
South Madison Com Sch Corp,School Discticts /Corporations,,,Madison,,5,,,,
Alexandria Com School Corp,School Discticts /Corporations,,,Madison,,5,,,,
Anderson Community School Corp,School Discticts /Corporations,,,Madison,,5,,,,
Elwood Community School Corp,School Discticts /Corporations,,,Madison,,5,,,,
M S D Decatur Township,School Discticts /Corporations,,,Marion,,12,,,,
Franklin Township Com Sch Corp,School Discticts /Corporations,,,Marion,,12,,,,
M S D Lawrence Township,School Discticts /Corporations,,,Marion,,12,,,,
Perry Township Schools,School Discticts /Corporations,,,Marion,,12,,,,
M S D Pike Township,School Discticts /Corporations,,,Marion,,12,,,,
M S D Warren Township,School Discticts /Corporations,,,Marion,,12,,,,
M S D Washington Township,School Discticts /Corporations,,,Marion,,12,,,,
M S D Wayne Township,School Discticts /Corporations,,,Marion,,12,,,,
Beech Grove City Schools,School Discticts /Corporations,,,Marion,,12,,,,
Indianapolis Public Schools,School Discticts /Corporations,,,Marion,,12,,,,
School Town of Speedway,School Discticts /Corporations,,,Marion,,12,,,,
Monroe-Gregg School District,School Discticts /Corporations,,,Morgan,,5,,,,
Eminence Community School Corp,School Discticts /Corporations,,,Morgan,,5,,,,
M S D Martinsville Schools,School Discticts /Corporations,,,Morgan,,5,,,,
Mooresville Con School Corp,School Discticts /Corporations,,,Morgan,,5,,,,
Shelby Eastern Schools,School Discticts /Corporations,,,Shelby,,5,,,,
Northwestern Con School Corp,School Discticts /Corporations,,,Shelby,,5,,,,
Southwestern Con Sch Shelby Co,School Discticts /Corporations,,,Shelby,,5,,,,
Shelbyville Central Schools,School Discticts /Corporations,,,Shelby,,5,,,,
Blackford High School,JAG,"Jobs for America's Graduates (JAG) is a state-based national non-profit organizatoin dedicated to preventing dropouts among young people who are most at-risk. JAG helps young people stay in school through graduation, pursue postsecondary education and secure quality entry-level jobs leading to career advancement opportunities.",Blackford County Schools,Blackford,n/a,6,http://www.bcs.k12.in.us/Default.aspx?alias=www.bcs.k12.in.us/BHS ,Janet White,jwhite@work-one.org,765-282-6400
"Community & Family Services, Inc.",Head Start,"Head Start promotes school preparation by enhancing the social and cognitive development of children through the provision of educational, health, nutritional, social and other services.","1 location in Berne, 1 location in Bluffton, 1 location in Decatur, 2 locations in Hartford City, 1 location in Huntington, 1 location in Lynn, 1 location in Montpelier, 1 location in Portland, 1 location in Union City, 1 location in Winchester",Jay,"Adams, Wells, Blackford, Huntington, Randolph",6,http://www.cfsheadstart.com ,Not Readily Available,ksomers@comfam.org,(260) 726-9318 x318
"Community Action of East Central Indiana, Inc.",Head Start,"Head Start promotes school preparation by enhancing the social and cognitive development of children through the provision of educational, health, nutritional, social and other services.","1 location in Hagerstown, 6 locations in Richmond",Wayne,n/a,6,www.caeci.org ,Not Readily Available,mlingar@caeci.org,(765) 966-7733 x240
